gsl,states,entities,sumlevel,program_label,program,sub_program,Name,code,Subsidized units available,pct_occupied,number_reported,pct_reported,months_since_report,pct_movein,people_per_unit,people_total,rent_per_month,spending_per_month,hh_income,person_income,pct_lt5k,pct_5k_lt10k,pct_10k_lt15k,pct_15k_lt20k,pct_ge20k,pct_wage_major,pct_welfare_major,pct_other_major,pct_median,pct_lt50_median,pct_lt30_median,pct_2adults,pct_1adult,pct_female_head,pct_female_head_child,pct_disabled_lt62,pct_disabled_ge62,pct_disabled_all,pct_lt24_head,pct_age25_50,pct_age51_61,pct_age62plus,pct_age85plus,% Minority,pct_black_nonhsp,pct_native_american_nonhsp,pct_asian_pacific_nonhsp,pct_white_nothsp,pct_black_hsp,pct_wht_hsp,pct_oth_hsp,pct_hispanic,pct_multi,months_waiting,months_from_movein,pct_utility_allow,ave_util_allow,pct_bed1,pct_bed2,pct_bed3,pct_overhoused,tpoverty,tminority,tpct_ownsfd,fedhse,cbsa,place,latitude,longitude,state,pha_total_units,ha_size,%White Non-Hispanic
County,MA Massachusetts,MA Barnstable County 25001,9,Housing Choice Vouchers,3,,Barnstable County,25001,2137,86,2041,100,6,10,2.0,4003,414,1022,15831,8072,4,20,37,15,25,25,6,68,23,96,77,3,32,74,32,55,77,34,1,46,32,21,1,19,11,2,1,81,1,4,0,5,1,37,114,67,159,37,37,25,19,14,13,74,,,,,,MA,,,81.0
County,MA Massachusetts,MA Berkshire County 25003,9,Housing Choice Vouchers,3,,Berkshire County,25003,1854,91,1690,100,5,10,2.1,3591,325,760,13198,6211,5,23,41,15,15,23,8,66,19,99,89,3,41,74,40,53,66,29,4,56,25,16,1,18,11,0,1,82,1,5,0,6,1,26,95,76,125,38,31,31,14,21,16,38,,,,,,MA,,,82.0
County,MA Massachusetts,MA Bristol County 25005,9,Housing Choice Vouchers,3,,Bristol County,25005,6559,93,5913,97,6,9,2.0,12049,375,739,14415,7074,3,16,44,18,19,19,7,73,26,95,71,2,35,80,35,58,66,35,2,50,25,23,2,45,26,1,1,55,6,10,0,17,18,29,107,82,142,27,39,35,30,23,25,25,,,,,,MA,,,55.0
County,MA Massachusetts,MA Dukes County 25007,9,Housing Choice Vouchers,3,,Dukes County,25007,28,95,27,100,8,11,1.8,49,471,1034,17915,9872,-1,19,44,11,26,44,4,52,25,89,78,4,37,81,37,33,56,22,-1,52,15,33,7,19,15,-1,-1,81,-1,4,-1,4,0,160,131,78,120,33,41,26,15,10,13,89,,,,,,MA,,,81.0
County,MA Massachusetts,MA Essex County 25009,9,Housing Choice Vouchers,3,,Essex County,25009,10026,93,9877,100,5,9,2.2,21550,420,963,16974,7779,4,16,33,16,30,31,4,63,22,96,78,3,37,82,38,46,63,29,1,49,27,23,2,53,7,0,1,47,5,40,0,44,1,32,114,79,136,31,34,34,19,19,43,27,,,,,,MA,,,47.0
County,MA Massachusetts,MA Franklin County 25011,9,Housing Choice Vouchers,3,,Franklin County,25011,1092,89,968,100,5,14,1.6,1597,358,625,13832,8384,4,15,47,16,17,15,4,79,21,99,84,1,23,66,21,69,67,47,2,44,32,21,1,11,3,0,1,89,0,7,-1,7,1,38,95,75,125,55,28,17,15,16,11,46,,,,,,MA,,,89.0
County,MA Massachusetts,MA Hampden County 25013,9,Housing Choice Vouchers,3,,Hampden County,25013,8741,94,8508,100,6,9,2.4,20691,378,819,14844,6104,5,20,35,17,22,25,9,64,20,99,84,3,46,86,46,48,89,33,2,57,23,17,1,85,16,0,0,15,1,67,1,68,0,64,128,74,137,25,36,40,17,34,63,30,,,,,,MA,,,15.0
County,MA Massachusetts,MA Hampshire County 25015,9,Housing Choice Vouchers,3,,Hampshire County,25015,1352,91,1251,100,5,6,1.9,2429,386,771,14671,7556,5,22,38,15,21,19,4,75,21,97,82,3,32,71,31,60,78,39,1,49,29,21,1,42,13,2,2,58,4,21,0,25,1,36,116,73,110,44,36,20,11,19,19,48,,,,,,MA,,,58.0
County,MA Massachusetts,MA Middlesex County 25017,9,Housing Choice Vouchers,3,,Middlesex County,25017,15425,90,14320,100,7,6,2.1,29979,451,1083,17856,8529,4,16,32,17,32,31,4,63,23,94,75,4,32,76,33,50,59,30,1,47,27,24,2,43,18,0,4,57,2,18,0,20,1,46,140,77,127,40,33,27,13,13,36,31,,,,,,MA,,,57.0
County,MA Massachusetts,MA Nantucket County 25019,9,Housing Choice Vouchers,3,,Nantucket County,25019,1,-4,1,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,MA,,,
