gsl,states,entities,sumlevel,program_label,program,sub_program,Name,code,Subsidized units available,pct_occupied,number_reported,pct_reported,months_since_report,pct_movein,people_per_unit,people_total,rent_per_month,spending_per_month,hh_income,person_income,pct_lt5k,pct_5k_lt10k,pct_10k_lt15k,pct_15k_lt20k,pct_ge20k,pct_wage_major,pct_welfare_major,pct_other_major,pct_median,pct_lt50_median,pct_lt30_median,pct_2adults,pct_1adult,pct_female_head,pct_female_head_child,pct_disabled_lt62,pct_disabled_ge62,pct_disabled_all,pct_lt24_head,pct_age25_50,pct_age51_61,pct_age62plus,pct_age85plus,% Minority,pct_black_nonhsp,pct_native_american_nonhsp,pct_asian_pacific_nonhsp,pct_white_nothsp,pct_black_hsp,pct_wht_hsp,pct_oth_hsp,pct_hispanic,pct_multi,months_waiting,months_from_movein,pct_utility_allow,ave_util_allow,pct_bed1,pct_bed2,pct_bed3,pct_overhoused,tpoverty,tminority,tpct_ownsfd,fedhse,cbsa,place,latitude,longitude,state,pha_total_units,ha_size,%White Non-Hispanic
County,AZ Arizona,AZ Apache County 04001,9,Housing Choice Vouchers,3,,Apache County,04001,19,90,18,100,8,-1,3.2,58,507,582,10333,3207,18,47,12,12,12,17,6,72,24,100,72,6,44,94,44,36,25,14,-1,44,33,22,-1,100,-1,100,-1,-1,-1,-1,-1,0,0,-1,164,100,292,-1,-1,100,44,44,96,72,,,,,,AZ,,,0.0
County,AZ Arizona,AZ Cochise County 04003,9,Housing Choice Vouchers,3,,Cochise County,04003,734,77,576,100,5,13,2.0,1160,273,550,11404,5663,9,44,25,10,12,18,1,77,27,92,66,5,29,72,29,54,61,30,2,35,27,36,3,62,10,1,1,38,0,50,-1,50,1,24,79,90,132,29,38,34,36,23,57,58,,,,,,AZ,,,38.0
County,AZ Arizona,AZ Coconino County 04005,9,Housing Choice Vouchers,3,,Coconino County,04005,419,88,379,100,5,13,2.2,834,306,872,12973,5895,6,34,24,18,18,28,1,63,27,92,63,5,37,78,39,46,80,27,3,50,26,21,1,49,5,21,0,51,-1,21,1,22,0,46,74,76,129,37,37,25,15,22,37,51,,,,,,AZ,,,51.0
County,AZ Arizona,AZ Gila County 04007,9,Housing Choice Vouchers,3,,Gila County,04007,52,94,59,100,5,19,2.1,124,305,720,11863,5644,-1,46,23,21,9,10,-1,85,31,98,56,3,36,86,36,58,95,38,-1,34,31,36,5,49,-1,2,-1,51,-1,47,-1,47,0,44,60,83,189,37,32,31,20,18,34,68,,,,,,AZ,,,51.0
County,AZ Arizona,AZ Graham County 04009,9,Housing Choice Vouchers,3,,Graham County,04009,26,72,19,100,6,5,1.9,36,303,587,12707,6706,5,37,32,21,5,11,-1,89,30,95,58,5,26,95,32,50,56,31,-1,37,16,47,-1,26,-1,11,-1,74,-1,16,-1,16,0,27,86,100,115,42,21,37,26,14,32,69,,,,,,AZ,,,74.0
County,AZ Arizona,AZ La Paz County 04012,9,Housing Choice Vouchers,3,,La Paz County,04012,1,-4,1,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,AZ,,,
County,AZ Arizona,AZ Maricopa County 04013,9,Housing Choice Vouchers,3,,Maricopa County,04013,12833,89,12250,100,6,8,2.7,33546,321,820,12175,4446,13,33,23,13,18,24,2,66,23,94,74,5,45,80,46,39,72,21,1,56,24,19,1,66,36,3,1,34,2,24,1,26,1,22,106,86,179,32,27,41,11,24,57,54,,,,,,AZ,,,34.0
County,AZ Arizona,AZ Mohave County 04015,9,Housing Choice Vouchers,3,,Mohave County,04015,347,79,370,100,6,13,1.7,641,287,690,11603,6697,4,41,33,13,9,14,1,79,32,88,52,5,19,65,19,71,74,45,0,33,36,31,1,16,4,1,1,84,-1,10,1,11,0,34,84,86,101,28,42,30,44,17,20,62,,,,,,AZ,,,84.0
County,AZ Arizona,AZ Navajo County 04017,9,Housing Choice Vouchers,3,,Navajo County,04017,108,90,100,100,6,19,2.4,235,386,582,11338,4825,11,37,27,18,7,19,1,77,30,90,60,3,44,89,45,52,52,26,3,43,31,23,1,42,10,22,-1,58,-1,9,1,10,0,56,70,100,201,16,35,49,30,17,44,66,,,,,,AZ,,,58.0
County,AZ Arizona,AZ Pima County 04019,9,Housing Choice Vouchers,3,,Pima County,04019,5634,95,5436,100,6,15,2.6,14108,292,637,10672,4112,19,34,22,13,13,28,1,63,22,96,73,6,43,77,44,32,80,19,3,53,24,19,1,69,15,2,1,31,1,47,3,51,0,27,98,81,131,38,32,31,9,28,59,47,,,,,,AZ,,,31.0
