gsl,states,entities,sumlevel,program_label,program,sub_program,Name,code,Subsidized units available,pct_occupied,number_reported,pct_reported,months_since_report,pct_movein,people_per_unit,people_total,rent_per_month,spending_per_month,hh_income,person_income,pct_lt5k,pct_5k_lt10k,pct_10k_lt15k,pct_15k_lt20k,pct_ge20k,pct_wage_major,pct_welfare_major,pct_other_major,pct_median,pct_lt50_median,pct_lt30_median,pct_2adults,pct_1adult,pct_female_head,pct_female_head_child,pct_disabled_lt62,pct_disabled_ge62,pct_disabled_all,pct_lt24_head,pct_age25_50,pct_age51_61,pct_age62plus,pct_age85plus,% Minority,pct_black_nonhsp,pct_native_american_nonhsp,pct_asian_pacific_nonhsp,pct_white_nothsp,pct_black_hsp,pct_wht_hsp,pct_oth_hsp,pct_hispanic,pct_multi,months_waiting,months_from_movein,pct_utility_allow,ave_util_allow,pct_bed1,pct_bed2,pct_bed3,pct_overhoused,tpoverty,tminority,tpct_ownsfd,fedhse,cbsa,place,latitude,longitude,state,pha_total_units,ha_size,%White Non-Hispanic
County,FL Florida,FL Alachua County 12001,9,Housing Choice Vouchers,3,,Alachua County,12001,2410,79,2009,100,6,12,2.5,4976,308,714,11723,4733,16,31,25,15,14,28,1,65,23,97,74,3,45,71,45,34,78,20,3,55,27,15,0,77,72,0,0,23,0,4,0,5,0,13,79,97,209,23,42,35,23,32,55,38,,,,,,FL,,,23.0
County,FL Florida,FL Baker County 12003,9,Housing Choice Vouchers,3,,Baker County,12003,147,72,112,100,4,26,2.6,286,297,666,12660,4958,6,44,22,10,18,28,-1,71,25,97,70,2,47,83,48,36,71,21,6,50,19,25,-1,28,26,-1,-1,72,-1,2,-1,2,0,15,69,100,124,10,38,53,33,17,17,54,,,,,,FL,,,72.0
County,FL Florida,FL Bay County 12005,9,Housing Choice Vouchers,3,,Bay County,12005,912,92,847,100,5,19,2.2,1903,346,581,14143,6295,5,30,25,20,20,31,1,67,29,94,56,2,43,87,43,34,39,17,3,51,20,26,2,58,55,0,1,42,-1,1,0,1,1,17,83,96,127,29,36,35,20,18,33,57,,,,,,FL,,,42.0
County,FL Florida,FL Bradford County 12007,9,Housing Choice Vouchers,3,,Bradford County,12007,100,94,93,99,6,22,2.9,266,312,570,11618,4062,5,44,27,16,8,24,-1,76,26,98,71,1,63,95,63,24,47,12,4,59,18,18,-1,77,77,-1,-1,23,-1,-1,-1,0,0,50,67,100,162,3,38,59,38,22,26,60,,,,,,FL,,,23.0
County,FL Florida,FL Brevard County 12009,9,Housing Choice Vouchers,3,,Brevard County,12009,2883,92,2654,100,5,17,2.5,6759,324,600,12684,4981,12,32,23,15,18,31,1,65,24,96,69,3,51,83,51,35,76,21,5,60,21,14,1,78,69,0,0,22,1,8,0,9,0,15,62,99,150,20,44,37,20,22,37,58,,,,,,FL,,,22.0
County,FL Florida,FL Broward County 12011,9,Housing Choice Vouchers,3,,Broward County,12011,11394,92,10688,100,5,5,2.9,30830,396,987,14129,4898,13,31,19,14,24,35,1,61,23,94,73,3,54,89,56,26,69,18,2,62,19,17,1,92,79,0,0,8,2,11,0,13,0,23,118,98,98,16,41,43,20,24,77,41,,,,,,FL,,,8.0
County,FL Florida,FL Calhoun County 12013,9,Housing Choice Vouchers,3,,Calhoun County,12013,27,94,25,99,6,8,2.3,57,288,570,10019,4394,8,64,16,4,8,16,-1,84,26,96,80,-1,44,96,44,41,50,21,-1,44,24,32,-1,40,40,-1,-1,60,-1,-1,-1,0,0,37,65,100,181,8,36,56,48,27,27,60,,,,,,FL,,,60.0
County,FL Florida,FL Charlotte County 12015,9,Housing Choice Vouchers,3,,Charlotte County,12015,302,94,359,100,5,19,2.2,801,312,810,13432,6020,6,31,26,20,17,24,0,70,30,90,55,3,38,77,37,39,31,19,3,44,23,30,3,38,23,0,1,62,1,14,-1,14,0,8,67,99,124,25,46,29,25,18,21,59,,,,,,FL,,,62.0
County,FL Florida,FL Citrus County 12017,9,Housing Choice Vouchers,3,,Citrus County,12017,169,84,152,100,5,14,2.0,302,353,503,12358,6220,3,38,32,21,7,17,1,81,33,91,50,3,30,70,28,59,68,39,-1,42,22,36,1,30,20,-1,-1,70,1,9,1,11,0,43,77,99,145,26,42,32,29,18,12,73,,,,,,FL,,,70.0
County,FL Florida,FL Clay County 12019,9,Housing Choice Vouchers,3,,Clay County,12019,150,88,191,100,5,7,2.4,455,339,901,13704,5753,3,35,28,20,14,26,-1,74,26,95,70,3,41,86,42,40,16,16,1,50,24,26,2,63,46,-1,2,37,2,14,-1,16,0,23,96,100,138,31,35,34,18,8,28,74,,,,,,FL,,,37.0
