gsl,states,entities,sumlevel,program_label,program,sub_program,Name,code,Subsidized units available,pct_occupied,number_reported,pct_reported,months_since_report,pct_movein,people_per_unit,people_total,rent_per_month,spending_per_month,hh_income,person_income,pct_lt5k,pct_5k_lt10k,pct_10k_lt15k,pct_15k_lt20k,pct_ge20k,pct_wage_major,pct_welfare_major,pct_other_major,pct_median,pct_lt50_median,pct_lt30_median,pct_2adults,pct_1adult,pct_female_head,pct_female_head_child,pct_disabled_lt62,pct_disabled_ge62,pct_disabled_all,pct_lt24_head,pct_age25_50,pct_age51_61,pct_age62plus,pct_age85plus,% Minority,pct_black_nonhsp,pct_native_american_nonhsp,pct_asian_pacific_nonhsp,pct_white_nothsp,pct_black_hsp,pct_wht_hsp,pct_oth_hsp,pct_hispanic,pct_multi,months_waiting,months_from_movein,pct_utility_allow,ave_util_allow,pct_bed1,pct_bed2,pct_bed3,pct_overhoused,tpoverty,tminority,tpct_ownsfd,fedhse,cbsa,place,latitude,longitude,state,pha_total_units,ha_size,%White Non-Hispanic
County,WY Wyoming,WY Albany County 56001,9,Housing Choice Vouchers,3,,Albany County,56001,229,93,213,100,5,28,1.8,379,314,586,11921,6700,11,39,21,15,14,26,0,69,21,97,78,14,16,69,22,50,44,29,8,50,23,19,-1,21,5,1,1,79,0,12,0,13,0,7,46,73,91,31,48,21,35,28,16,44,,,,,,WY,,,79.0
County,WY Wyoming,WY Big Horn County 56003,9,Housing Choice Vouchers,3,,Big Horn County,56003,1,-4,1,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,WY,,,
County,WY Wyoming,WY Campbell County 56005,9,Housing Choice Vouchers,3,,Campbell County,56005,162,93,151,100,5,29,1.5,228,316,586,13504,8944,3,32,31,20,14,18,-1,79,21,99,86,1,20,81,19,58,7,25,4,31,21,44,4,11,2,3,-1,89,-1,5,-1,5,0,7,36,65,116,28,50,22,50,7,12,46,,,,,,WY,,,89.0
County,WY Wyoming,WY Carbon County 56007,9,Housing Choice Vouchers,3,,Carbon County,56007,13,93,12,100,7,42,2.0,24,404,586,16379,8190,-1,25,8,50,17,25,-1,75,29,92,50,8,33,75,33,33,17,13,-1,42,8,50,-1,8,-1,-1,-1,92,-1,8,-1,8,0,5,40,25,130,25,58,17,33,7,28,65,,,,,,WY,,,92.0
County,WY Wyoming,WY Fremont County 56013,9,Housing Choice Vouchers,3,,Fremont County,56013,91,93,85,100,5,27,1.9,163,269,586,10814,5639,6,39,41,10,5,15,4,79,20,100,87,4,35,87,36,55,36,27,2,42,26,29,2,25,2,18,-1,75,-1,4,1,5,2,8,35,62,108,36,46,18,24,17,18,66,,,,,,WY,,,75.0
County,WY Wyoming,WY Goshen County 56015,9,Housing Choice Vouchers,3,,Goshen County,56015,1,-4,1,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,WY,,,
County,WY Wyoming,WY Hot Springs County 56017,9,Housing Choice Vouchers,3,,Hot Springs County,56017,1,-4,1,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,WY,,,
County,WY Wyoming,WY Johnson County 56019,9,Housing Choice Vouchers,3,,Johnson County,56019,20,93,19,100,6,26,2.1,39,407,586,17076,8319,-1,11,33,22,33,26,-1,68,30,95,58,5,32,79,32,50,40,31,11,47,16,26,-1,16,-1,5,-1,84,-1,11,-1,11,0,14,43,74,97,32,42,26,26,9,6,68,,,,,,WY,,,84.0
County,WY Wyoming,WY Laramie County 56021,9,Housing Choice Vouchers,3,,Laramie County,56021,1110,93,1033,100,5,20,2.0,2030,345,586,13416,6827,7,32,26,17,18,27,1,69,23,97,78,7,32,75,36,46,41,26,7,43,23,27,1,31,10,3,1,69,1,17,1,18,1,9,60,85,129,28,42,30,34,15,24,58,,,,,,WY,,,69.0
County,WY Wyoming,WY Natrona County 56025,9,Housing Choice Vouchers,3,,Natrona County,56025,528,77,406,100,6,13,1.5,592,299,537,12426,8522,3,35,32,20,11,14,-1,81,24,99,74,2,17,73,17,68,63,48,1,32,29,37,5,11,4,1,0,89,-1,5,1,5,1,26,82,58,87,44,41,15,37,12,15,63,,,,,,WY,,,89.0
