gsl,states,entities,sumlevel,program_label,program,sub_program,Name,code,Subsidized units available,pct_occupied,number_reported,pct_reported,months_since_report,pct_movein,people_per_unit,people_total,rent_per_month,spending_per_month,hh_income,person_income,pct_lt5k,pct_5k_lt10k,pct_10k_lt15k,pct_15k_lt20k,pct_ge20k,pct_wage_major,pct_welfare_major,pct_other_major,pct_median,pct_lt50_median,pct_lt30_median,pct_2adults,pct_1adult,pct_female_head,pct_female_head_child,pct_disabled_lt62,pct_disabled_ge62,pct_disabled_all,pct_lt24_head,pct_age25_50,pct_age51_61,pct_age62plus,pct_age85plus,% Minority,pct_black_nonhsp,pct_native_american_nonhsp,pct_asian_pacific_nonhsp,pct_white_nothsp,pct_black_hsp,pct_wht_hsp,pct_oth_hsp,pct_hispanic,pct_multi,months_waiting,months_from_movein,pct_utility_allow,ave_util_allow,pct_bed1,pct_bed2,pct_bed3,pct_overhoused,tpoverty,tminority,tpct_ownsfd,fedhse,cbsa,place,latitude,longitude,state,pha_total_units,ha_size,%White Non-Hispanic
County,WI Wisconsin,WI Adams County 55001,9,Housing Choice Vouchers,3,,Adams County,55001,23,95,23,100,5,17,1.6,36,308,479,11690,7468,5,32,45,14,5,-1,4,91,27,100,61,4,17,83,17,82,67,50,4,35,35,26,4,0,-1,-1,-1,100,-1,-1,-1,0,0,32,85,100,95,39,35,26,35,14,7,70,,,,,,WI,,,100.0
County,WI Wisconsin,WI Ashland County 55003,9,Housing Choice Vouchers,3,,Ashland County,55003,125,70,89,100,5,27,2.3,204,303,455,11625,5072,7,30,37,18,7,33,1,58,24,99,66,7,45,85,47,44,50,23,6,52,27,16,2,19,2,15,1,81,-1,1,-1,1,1,19,61,82,121,20,40,39,29,16,13,70,,,,,,WI,,,81.0
County,WI Wisconsin,WI Barron County 55005,9,Housing Choice Vouchers,3,,Barron County,55005,228,79,182,100,5,20,2.2,394,397,327,13018,6013,5,31,35,13,16,26,1,70,27,97,64,10,30,80,35,49,49,24,1,45,22,32,2,13,12,1,1,87,-1,1,-1,1,1,32,83,89,153,24,49,27,32,14,6,71,,,,,,WI,,,87.0
County,WI Wisconsin,WI Bayfield County 55007,9,Housing Choice Vouchers,3,,Bayfield County,55007,71,63,46,100,4,20,1.9,89,231,512,8906,4603,24,36,29,11,-1,11,-1,87,20,100,78,4,33,63,30,47,25,25,4,35,35,26,2,7,-1,4,-1,93,-1,-1,2,2,0,13,84,46,99,50,28,22,11,13,11,83,,,,,,WI,,,93.0
County,WI Wisconsin,WI Brown County 55009,9,Housing Choice Vouchers,3,,Brown County,55009,3385,84,2814,98,6,20,2.1,5980,356,402,13058,6145,8,28,31,18,15,28,1,66,24,98,73,7,36,75,39,41,52,23,6,51,20,23,3,29,14,5,4,71,0,5,1,6,1,10,78,89,113,38,41,22,17,16,24,53,,,,,,WI,,,71.0
County,WI Wisconsin,WI Buffalo County 55011,9,Housing Choice Vouchers,3,,Buffalo County,55011,3,-4,3,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,WI,,,
County,WI Wisconsin,WI Burnett County 55013,9,Housing Choice Vouchers,3,,Burnett County,55013,33,85,15,54,10,20,2.3,34,439,262,16409,7239,-1,20,33,20,27,33,-1,67,34,87,33,13,47,73,47,33,-1,15,-1,60,20,20,13,0,-1,-1,-1,100,-1,-1,-1,0,0,10,68,100,158,27,60,13,13,22,8,81,,,,,,WI,,,100.0
County,WI Wisconsin,WI Calumet County 55015,9,Housing Choice Vouchers,3,,Calumet County,55015,71,101,71,100,6,11,1.9,132,381,430,13876,7463,7,27,34,16,16,24,1,73,25,96,75,3,28,72,30,64,69,39,3,39,35,23,-1,14,10,1,3,86,-1,-1,-1,0,1,22,78,79,133,24,56,20,34,6,12,73,,,,,,WI,,,86.0
County,WI Wisconsin,WI Chippewa County 55017,9,Housing Choice Vouchers,3,,Chippewa County,55017,394,97,384,100,4,20,1.9,727,325,379,13179,6961,8,29,30,20,13,23,0,75,26,98,66,3,33,74,31,46,47,27,3,46,22,29,4,4,1,1,1,96,-1,1,-1,1,0,35,58,86,89,36,39,26,27,14,6,60,,,,,,WI,,,96.0
County,WI Wisconsin,WI Clark County 55019,9,Housing Choice Vouchers,3,,Clark County,55019,5,-4,5,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,WI,,,
