gsl,states,entities,sumlevel,program_label,program,sub_program,Name,code,Subsidized units available,pct_occupied,number_reported,pct_reported,months_since_report,pct_movein,people_per_unit,people_total,rent_per_month,spending_per_month,hh_income,person_income,pct_lt5k,pct_5k_lt10k,pct_10k_lt15k,pct_15k_lt20k,pct_ge20k,pct_wage_major,pct_welfare_major,pct_other_major,pct_median,pct_lt50_median,pct_lt30_median,pct_2adults,pct_1adult,pct_female_head,pct_female_head_child,pct_disabled_lt62,pct_disabled_ge62,pct_disabled_all,pct_lt24_head,pct_age25_50,pct_age51_61,pct_age62plus,pct_age85plus,% Minority,pct_black_nonhsp,pct_native_american_nonhsp,pct_asian_pacific_nonhsp,pct_white_nothsp,pct_black_hsp,pct_wht_hsp,pct_oth_hsp,pct_hispanic,pct_multi,months_waiting,months_from_movein,pct_utility_allow,ave_util_allow,pct_bed1,pct_bed2,pct_bed3,pct_overhoused,tpoverty,tminority,tpct_ownsfd,fedhse,cbsa,place,latitude,longitude,state,pha_total_units,ha_size,%White Non-Hispanic
County,ME Maine,ME Androscoggin County 23001,9,Housing Choice Vouchers,3,,Androscoggin County,23001,1973,86,1668,99,5,14,2.5,4089,338,536,13098,5343,4,38,26,17,15,21,3,72,28,94,65,10,30,75,36,58,64,28,3,49,24,24,2,19,18,0,0,81,0,1,0,1,0,24,79,83,63,37,33,30,15,30,16,31,,,,,,ME,,,81.0
County,ME Maine,ME Aroostook County 23003,9,Housing Choice Vouchers,3,,Aroostook County,23003,843,91,752,98,5,18,1.8,1335,277,533,10642,5995,7,45,27,15,5,16,5,74,26,97,67,5,26,68,27,57,65,39,5,46,26,24,2,3,1,1,-1,97,1,1,-1,1,1,14,80,62,93,43,38,20,22,17,6,64,,,,,,ME,,,97.0
County,ME Maine,ME Cumberland County 23005,9,Housing Choice Vouchers,3,,Cumberland County,23005,3561,89,3170,100,5,10,2.2,6849,363,758,14081,6517,5,33,26,16,20,25,3,69,23,97,78,8,30,72,31,57,48,29,2,51,24,24,3,18,12,1,2,82,0,2,0,2,1,27,104,70,98,43,30,27,13,19,13,42,,,,,,ME,,,82.0
County,ME Maine,ME Franklin County 23007,9,Housing Choice Vouchers,3,,Franklin County,23007,181,82,126,84,6,6,2.2,279,297,586,10860,4904,10,50,18,16,7,12,4,80,26,98,72,10,30,78,33,63,89,38,4,52,29,15,1,5,1,2,-1,95,1,1,-1,2,0,29,93,81,135,24,37,39,30,24,4,63,,,,,,ME,,,95.0
County,ME Maine,ME Hancock County 23009,9,Housing Choice Vouchers,3,,Hancock County,23009,447,90,411,100,5,25,1.9,774,327,600,12567,6673,10,35,25,14,17,20,3,73,25,94,69,6,34,77,34,50,43,29,4,50,20,27,4,4,1,0,1,96,-1,1,-1,1,0,17,73,68,162,40,40,20,20,13,4,73,,,,,,ME,,,96.0
County,ME Maine,ME Kennebec County 23011,9,Housing Choice Vouchers,3,,Kennebec County,23011,1195,90,1297,100,5,14,1.7,2191,286,612,10948,6481,5,50,27,11,7,11,3,82,24,98,79,4,23,63,23,73,80,49,2,51,28,19,1,4,2,1,0,96,0,1,0,1,1,30,86,66,74,49,35,16,19,19,7,47,,,,,,ME,,,96.0
County,ME Maine,ME Knox County 23013,9,Housing Choice Vouchers,3,,Knox County,23013,314,82,218,84,6,6,1.8,403,267,586,10766,5824,10,48,19,16,8,19,4,71,23,97,79,3,33,74,33,54,91,36,2,50,33,15,4,0,-1,0,-1,100,-1,-1,-1,0,0,27,86,57,179,44,34,22,19,13,4,67,,,,,,ME,,,100.0
County,ME Maine,ME Lincoln County 23015,9,Housing Choice Vouchers,3,,Lincoln County,23015,172,83,120,85,5,7,2.0,238,295,586,12161,6132,9,39,23,15,13,15,5,77,25,97,72,8,32,78,36,64,87,41,-1,49,32,19,1,3,2,2,-1,97,-1,-1,-1,0,1,64,87,77,141,23,49,28,33,12,3,77,,,,,,ME,,,97.0
County,ME Maine,ME Oxford County 23017,9,Housing Choice Vouchers,3,,Oxford County,23017,638,82,444,84,5,6,2.3,1025,266,585,10021,4341,17,40,22,10,11,15,5,72,23,95,71,11,38,81,45,51,88,31,4,63,23,11,0,4,1,1,-1,96,-1,2,0,2,1,22,97,49,129,21,33,46,30,18,4,63,,,,,,ME,,,96.0
County,ME Maine,ME Penobscot County 23019,9,Housing Choice Vouchers,3,,Penobscot County,23019,1088,90,1063,100,5,17,1.6,1729,283,653,11403,7011,5,49,26,13,7,13,2,83,25,98,77,4,21,68,22,73,72,49,3,44,30,23,3,6,2,2,1,94,0,2,0,2,1,23,77,50,84,58,26,16,13,25,7,46,,,,,,ME,,,94.0
