gsl,states,entities,sumlevel,program_label,program,sub_program,Name,code,Subsidized units available,pct_occupied,number_reported,pct_reported,months_since_report,pct_movein,people_per_unit,people_total,rent_per_month,spending_per_month,hh_income,person_income,pct_lt5k,pct_5k_lt10k,pct_10k_lt15k,pct_15k_lt20k,pct_ge20k,pct_wage_major,pct_welfare_major,pct_other_major,pct_median,pct_lt50_median,pct_lt30_median,pct_2adults,pct_1adult,pct_female_head,pct_female_head_child,pct_disabled_lt62,pct_disabled_ge62,pct_disabled_all,pct_lt24_head,pct_age25_50,pct_age51_61,pct_age62plus,pct_age85plus,% Minority,pct_black_nonhsp,pct_native_american_nonhsp,pct_asian_pacific_nonhsp,pct_white_nothsp,pct_black_hsp,pct_wht_hsp,pct_oth_hsp,pct_hispanic,pct_multi,months_waiting,months_from_movein,pct_utility_allow,ave_util_allow,pct_bed1,pct_bed2,pct_bed3,pct_overhoused,tpoverty,tminority,tpct_ownsfd,fedhse,cbsa,place,latitude,longitude,state,pha_total_units,ha_size,%White Non-Hispanic
County,NH New Hampshire,NH Belknap County 33001,9,Housing Choice Vouchers,3,,Belknap County,33001,572,99,566,100,5,12,2.0,1144,376,706,14345,7097,4,33,29,17,18,20,2,77,25,96,73,5,30,72,30,63,63,35,2,49,25,25,1,4,1,2,1,96,0,1,0,1,1,39,95,77,139,42,34,25,14,12,6,53,,,,,,NH,,,96.0
County,NH New Hampshire,NH Carroll County 33003,9,Housing Choice Vouchers,3,,Carroll County,33003,125,101,126,100,4,10,2.1,262,430,801,13920,6694,3,34,28,19,16,18,-1,79,24,97,75,9,28,75,34,69,79,40,-1,48,37,15,-1,1,-1,1,-1,99,-1,-1,-1,0,1,58,133,87,273,31,35,34,33,12,3,74,,,,,,NH,,,99.0
County,NH New Hampshire,NH Cheshire County 33005,9,Housing Choice Vouchers,3,,Cheshire County,33005,810,96,770,99,7,13,1.8,1408,407,909,16834,9206,1,23,29,21,26,22,1,76,30,91,59,6,23,67,24,68,48,39,3,42,27,28,5,4,2,1,1,96,-1,1,0,1,1,37,77,56,119,49,29,22,14,16,6,50,,,,,,NH,,,96.0
County,NH New Hampshire,NH Coos County 33007,9,Housing Choice Vouchers,3,,Coos County,33007,399,86,352,100,5,26,1.8,625,321,512,12232,6889,5,41,27,18,9,18,2,78,22,99,80,9,20,66,22,66,53,37,3,45,27,24,3,3,0,2,0,97,-1,0,0,1,1,13,78,85,103,51,34,15,14,15,4,58,,,,,,NH,,,97.0
County,NH New Hampshire,NH Grafton County 33009,9,Housing Choice Vouchers,3,,Grafton County,33009,336,97,320,99,5,13,1.8,577,374,733,13353,7405,2,37,30,15,15,16,2,79,24,98,74,3,24,69,24,73,69,46,2,43,34,21,1,6,1,1,0,94,0,3,0,3,1,55,107,77,142,47,35,18,16,11,9,56,,,,,,NH,,,94.0
County,NH New Hampshire,NH Hillsborough County 33011,9,Housing Choice Vouchers,3,,Hillsborough County,33011,4044,91,3675,100,5,12,2.2,8040,416,800,15771,7209,4,28,25,17,27,22,1,74,23,97,75,6,35,75,37,58,53,31,1,51,25,22,2,22,6,0,1,78,1,15,0,15,0,63,100,84,142,31,37,33,22,17,21,31,,,,,,NH,,,78.0
County,NH New Hampshire,NH Merrimack County 33013,9,Housing Choice Vouchers,3,,Merrimack County,33013,817,102,853,100,5,18,2.1,1826,409,789,15404,7196,3,28,29,17,24,23,2,72,22,98,78,8,31,73,32,60,65,34,2,50,26,22,2,10,6,0,2,90,0,1,0,2,1,52,89,85,145,35,39,26,19,14,9,44,,,,,,NH,,,90.0
County,NH New Hampshire,NH Rockingham County 33015,9,Housing Choice Vouchers,3,,Rockingham County,33015,1259,97,1266,100,5,12,1.7,2186,439,802,16337,9462,2,24,29,20,25,21,1,77,23,97,77,4,24,77,25,62,47,39,1,40,28,32,3,5,2,0,-1,95,0,2,-1,2,0,51,104,83,147,44,39,17,21,8,8,46,,,,,,NH,,,95.0
County,NH New Hampshire,NH Strafford County 33017,9,Housing Choice Vouchers,3,,Strafford County,33017,1373,93,1308,100,5,13,2.1,2784,405,832,15334,7204,5,30,24,17,25,23,2,73,21,98,80,8,33,76,36,60,63,34,2,55,24,19,1,5,3,0,0,95,0,2,0,2,1,48,97,90,154,28,45,27,22,13,9,47,,,,,,NH,,,95.0
County,NH New Hampshire,NH Sullivan County 33019,9,Housing Choice Vouchers,3,,Sullivan County,33019,201,98,199,100,5,15,1.9,376,366,702,12165,6438,2,36,34,17,11,13,1,80,22,98,82,4,29,69,28,69,64,44,2,45,36,18,2,2,1,-1,-1,98,-1,1,-1,1,0,39,99,84,121,48,30,22,13,14,5,48,,,,,,NH,,,98.0
County,NH New Hampshire,NH MISSING 33XXX,9,Housing Choice Vouchers,3,,Missing County,33XXX,67,90,59,97,8,8,1.8,105,3,761,13232,7435,5,29,36,10,19,3,-1,36,-1,-1,-1,2,17,34,19,24,100,19,59,29,5,7,-1,3,-1,-1,-1,37,-1,2,2,3,2,19,36,2,53,75,14,7,5,-1,-1,-1,,,,,,NH,,,97.0
